"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
8769,"宅地(土地と建物)","商業地","13103","東京都","港区","港南","品川","4",15000000000,"","","1300",,"不整形","49.0","2000㎡以上","平成18年","ＳＲＣ","事務所、駐車場、店舗、その他","","西","区道",8.0,"商業地域",80,600,"平成20年第２四半期","",""
8770,"中古マンション等","","13103","東京都","港区","港南","品川","9",85000000,"","２ＬＤＫ","75",,"","","","平成15年","ＳＲＣ","住宅","","","",,"商業地域",80,700,"平成20年第２四半期","未改装",""
8771,"中古マンション等","","13103","東京都","港区","港南","品川","15",23000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第２四半期","未改装",""
8772,"中古マンション等","","13103","東京都","港区","港南","品川","7",42000000,"","１ＬＤＫ","55",,"","","","平成17年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第２四半期","未改装",""
8773,"中古マンション等","","13103","東京都","港区","港南","品川","7",56000000,"","１ＬＤＫ","65",,"","","","平成17年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第２四半期","未改装",""
8774,"中古マンション等","","13103","東京都","港区","港南","品川","15",55000000,"","２ＬＤＫ","55",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第２四半期","未改装",""
8775,"中古マンション等","","13103","東京都","港区","港南","品川","11",50000000,"","２ＬＤＫ","70",,"","","","平成12年","ＳＲＣ","住宅","","","",,"商業地域",80,600,"平成20年第２四半期","未改装",""
8776,"中古マンション等","","13103","東京都","港区","港南","品川","15",27000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第２四半期","未改装",""
8777,"中古マンション等","","13103","東京都","港区","港南","品川","13",27000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第２四半期","",""
8778,"中古マンション等","","13103","東京都","港区","港南","品川","13",42000000,"","２ＤＫ","50",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第２四半期","",""
8779,"中古マンション等","","13103","東京都","港区","港南","品川","15",27000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第２四半期","",""
8780,"中古マンション等","","13103","東京都","港区","港南","品川","11",66000000,"","２ＬＤＫ","80",,"","","","平成17年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第２四半期","未改装",""
8781,"中古マンション等","","13103","東京都","港区","港南","品川","9",40000000,"","１ＬＤＫ","45",,"","","","平成17年","ＲＣ","住宅","","","",,"商業地域",80,600,"平成20年第２四半期","未改装",""
8782,"中古マンション等","","13103","東京都","港区","港南","品川","15",27000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第２四半期","未改装",""
8783,"宅地(土地)","住宅地","13103","東京都","港区","港南","品川","19",390000000,"3300000","","390",1000000,"不整形","16.7","","","","","","東","区道",10.0,"準工業地域",60,400,"平成20年第１四半期","",""
8784,"中古マンション等","","13103","東京都","港区","港南","品川","5",67000000,"","２ＤＫ","60",,"","","","平成15年","鉄骨造","住宅","","","",,"近隣商業地域",80,700,"平成20年第１四半期","未改装",""
8785,"中古マンション等","","13103","東京都","港区","港南","品川","5",71000000,"","１ＬＤＫ","55",,"","","","平成15年","鉄骨造","住宅","","","",,"商業地域",80,700,"平成20年第１四半期","改装済",""
8786,"中古マンション等","","13103","東京都","港区","港南","品川","15",62000000,"","２ＬＤＫ","85",,"","","","平成17年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第１四半期","未改装",""
8787,"中古マンション等","","13103","東京都","港区","港南","品川","15",46000000,"","２ＬＤＫ","55",,"","","","平成17年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第１四半期","改装済",""
8788,"中古マンション等","","13103","東京都","港区","港南","品川","14",73000000,"","２ＬＤＫ","85",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種中高層住居専用地域",60,400,"平成20年第１四半期","未改装",""
8789,"中古マンション等","","13103","東京都","港区","港南","品川","5",120000000,"","２ＬＤＫ","80",,"","","","平成15年","鉄骨造","住宅","","","",,"商業地域",80,700,"平成20年第１四半期","改装済",""
8790,"中古マンション等","","13103","東京都","港区","港南","品川","8",64000000,"","２ＬＤＫ","65",,"","","","平成17年","ＲＣ","住宅","","","",,"商業地域",80,600,"平成20年第１四半期","未改装",""
8791,"中古マンション等","","13103","東京都","港区","港南","品川","16",41000000,"","１ＬＤＫ","45",,"","","","平成17年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第１四半期","未改装",""
8792,"中古マンション等","","13103","東京都","港区","港南","品川","15",37000000,"","１ＬＤＫ","45",,"","","","平成17年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第１四半期","未改装",""
8793,"中古マンション等","","13103","東京都","港区","港南","品川","13",49000000,"","３ＬＤＫ","65",,"","","","平成10年","ＳＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成20年第１四半期","改装済",""
8794,"中古マンション等","","13103","東京都","港区","港南","品川","16",51000000,"","１ＬＤＫ","60",,"","","","平成17年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第１四半期","未改装",""
8795,"中古マンション等","","13103","東京都","港区","港南","品川","16",60000000,"","３ＬＤＫ","75",,"","","","平成17年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第１四半期","未改装",""
8796,"中古マンション等","","13103","東京都","港区","港南","品川","15",25000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第１四半期","未改装",""
8797,"中古マンション等","","13103","東京都","港区","港南","品川","15",25000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第１四半期","改装済",""
8798,"中古マンション等","","13103","東京都","港区","港南","品川","14",25000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第１四半期","",""
8799,"中古マンション等","","13103","東京都","港区","港南","品川","13",27000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第１四半期","",""
8800,"中古マンション等","","13103","東京都","港区","港南","品川","13",27000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第１四半期","",""
8801,"中古マンション等","","13103","東京都","港区","港南","品川","13",27000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第１四半期","未改装",""
8802,"中古マンション等","","13103","東京都","港区","港南","品川","13",27000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第１四半期","未改装",""
8803,"中古マンション等","","13103","東京都","港区","港南","品川","13",25000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第１四半期","未改装",""
8804,"中古マンション等","","13103","東京都","港区","港南","品川","14",57000000,"","１ＬＤＫ","65",,"","","","平成17年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第１四半期","未改装",""
8805,"宅地(土地と建物)","工業地","13103","東京都","港区","港南","天王洲アイル","9",1000000000,"","","560",,"長方形","12.0","2000㎡以上","平成20年","ＲＣ","共同住宅","","東","区道",25.0,"準工業地域",60,400,"平成20年第４四半期","",""
8806,"中古マンション等","","13103","東京都","港区","港南","天王洲アイル","10",42000000,"","１ＬＤＫ","40",,"","","","平成17年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成20年第４四半期","未改装",""
8807,"中古マンション等","","13103","東京都","港区","港南","天王洲アイル","5",69000000,"","４ＬＤＫ","90",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成20年第４四半期","未改装",""
8808,"中古マンション等","","13103","東京都","港区","港南","天王洲アイル","9",72000000,"","２ＬＤＫ","75",,"","","","平成19年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成20年第４四半期","未改装",""
8809,"宅地(土地と建物)","工業地","13103","東京都","港区","港南","天王洲アイル","11",3000000000,"","","2000㎡以上",,"ほぼ正方形","50.0m以上","2000㎡以上","昭和41年","ＲＣ","工場、事務所、駐車場","","西","都道",40.0,"準工業地域",60,400,"平成20年第３四半期","",""
8810,"中古マンション等","","13103","東京都","港区","港南","天王洲アイル","6",67000000,"","３ＬＤＫ","80",,"","","","平成17年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成20年第３四半期","改装済",""
8811,"中古マンション等","","13103","東京都","港区","港南","天王洲アイル","7",66000000,"","２ＬＤＫ","80",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成20年第３四半期","未改装",""
8812,"中古マンション等","","13103","東京都","港区","港南","天王洲アイル","7",47000000,"","２ＬＤＫ","55",,"","","","平成19年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成20年第３四半期","未改装",""
8813,"中古マンション等","","13103","東京都","港区","港南","天王洲アイル","6",40000000,"","１ＬＤＫ","45",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成20年第３四半期","未改装",""
8814,"中古マンション等","","13103","東京都","港区","港南","天王洲アイル","6",78000000,"","３ＬＤＫ","105",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成20年第３四半期","未改装",""
8815,"中古マンション等","","13103","東京都","港区","港南","天王洲アイル","10",65000000,"","２ＬＤＫ","80",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成20年第２四半期","未改装",""
8816,"中古マンション等","","13103","東京都","港区","港南","天王洲アイル","6",69000000,"","２ＬＤＫ","75",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成20年第２四半期","未改装",""
8817,"中古マンション等","","13103","東京都","港区","港南","天王洲アイル","6",38000000,"","１ＬＤＫ","45",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成20年第２四半期","未改装",""
8818,"中古マンション等","","13103","東京都","港区","港南","天王洲アイル","7",79000000,"","３ＬＤＫ","85",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成20年第２四半期","未改装",""
8819,"中古マンション等","","13103","東京都","港区","港南","天王洲アイル","7",50000000,"","２ＬＤＫ","55",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成20年第２四半期","未改装",""
8820,"中古マンション等","","13103","東京都","港区","港南","天王洲アイル","6",69000000,"","３ＬＤＫ","45",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成20年第２四半期","未改装",""
8821,"中古マンション等","","13103","東京都","港区","港南","天王洲アイル","14",47000000,"","２ＬＤＫ","65",,"","","","平成12年","ＳＲＣ","住宅","","","",,"商業地域",80,600,"平成20年第２四半期","未改装",""
8822,"中古マンション等","","13103","東京都","港区","芝","赤羽橋","4",18000000,"","１Ｒ","15",,"","","","昭和63年","ＳＲＣ","住宅","","","",,"近隣商業地域",80,400,"平成20年第２四半期","未改装",""
8823,"中古マンション等","","13103","東京都","港区","芝","赤羽橋","5",38000000,"","２ＬＤＫ","65",,"","","","昭和57年","ＳＲＣ","住宅","","","",,"商業地域",80,600,"平成20年第２四半期","改装済",""
8824,"宅地(土地と建物)","商業地","13103","東京都","港区","芝","芝公園","2",56000000,"","","55",,"ほぼ長方形","4.5","100","昭和62年","鉄骨造","住宅、事務所","","西","私道",4.0,"近隣商業地域",80,400,"平成20年第４四半期","","私道を含む取引"
8825,"中古マンション等","","13103","東京都","港区","芝","芝公園","6",21000000,"","１Ｋ","20",,"","","","平成13年","ＳＲＣ","住宅","","","",,"商業地域",80,700,"平成20年第４四半期","改装済",""
8826,"中古マンション等","","13103","東京都","港区","芝","芝公園","5",8000000,"","１Ｋ","15",,"","","","昭和56年","ＳＲＣ","住宅","","","",,"商業地域",80,500,"平成20年第４四半期","改装済",""
8827,"中古マンション等","","13103","東京都","港区","芝","芝公園","3",32000000,"","","50",,"","","","昭和52年","ＳＲＣ","住宅","","","",,"近隣商業地域",80,400,"平成20年第４四半期","改装済",""
8828,"中古マンション等","","13103","東京都","港区","芝","芝公園","5",21000000,"","１Ｋ","20",,"","","","平成13年","ＲＣ","住宅","","","",,"商業地域",80,500,"平成20年第３四半期","未改装",""
8829,"中古マンション等","","13103","東京都","港区","芝","芝公園","5",24000000,"","１Ｋ","20",,"","","","平成13年","ＲＣ","住宅","","","",,"商業地域",80,500,"平成20年第２四半期","未改装",""
8830,"中古マンション等","","13103","東京都","港区","芝","芝公園","1",20000000,"","１Ｋ","20",,"","","","","ＳＲＣ","住宅","","","",,"商業地域",80,500,"平成20年第２四半期","未改装",""
8831,"中古マンション等","","13103","東京都","港区","芝","芝公園","3",40000000,"","１ＬＤＫ","40",,"","","","平成16年","ＲＣ","住宅","","","",,"近隣商業地域",80,400,"平成20年第２四半期","改装済",""
8832,"中古マンション等","","13103","東京都","港区","芝","芝公園","2",22000000,"","１ＤＫ","20",,"","","","平成14年","ＳＲＣ","住宅","","","",,"商業地域",80,500,"平成20年第２四半期","改装済",""
8833,"中古マンション等","","13103","東京都","港区","芝","芝公園","5",16000000,"","１Ｋ","20",,"","","","平成13年","ＲＣ","住宅","","","",,"商業地域",80,500,"平成20年第２四半期","",""
8834,"中古マンション等","","13103","東京都","港区","芝","芝公園","5",19000000,"","１Ｋ","20",,"","","","平成13年","ＲＣ","住宅","","","",,"商業地域",80,700,"平成20年第２四半期","未改装",""
8835,"宅地(土地と建物)","商業地","13103","東京都","港区","芝","芝公園","3",5800000000,"","","830",,"不整形","24.0","2000㎡以上","平成3年","ＳＲＣ","事務所、倉庫、その他","","北","区道",18.0,"商業地域",80,600,"平成20年第１四半期","",""
8836,"中古マンション等","","13103","東京都","港区","芝","芝公園","3",20000000,"","２ＤＫ","30",,"","","","昭和52年","ＳＲＣ","住宅","","","",,"近隣商業地域",80,400,"平成20年第１四半期","改装済",""
8837,"中古マンション等","","13103","東京都","港区","芝","大門(東京)","7",23000000,"","１Ｋ","20",,"","","","平成13年","ＳＲＣ","住宅","","","",,"商業地域",80,700,"平成20年第１四半期","未改装",""
8838,"中古マンション等","","13103","東京都","港区","芝","田町(東京)","9",16000000,"","１Ｋ","20",,"","","","平成14年","ＲＣ","住宅","","","",,"商業地域",80,500,"平成20年第２四半期","未改装",""
8839,"中古マンション等","","13103","東京都","港区","芝","田町(東京)","4",21000000,"","３ＤＫ","50",,"","","","昭和55年","ＳＲＣ","住宅","","","",,"商業地域",80,700,"平成20年第２四半期","",""
8840,"中古マンション等","","13103","東京都","港区","芝","田町(東京)","7",38000000,"","２ＬＤＫ","50",,"","","","昭和55年","ＳＲＣ","住宅","","","",,"商業地域",80,700,"平成20年第１四半期","改装済",""
8841,"宅地(土地)","商業地","13103","東京都","港区","芝","浜松町","6",78000000,"4800000","","55",1400000,"ほぼ長方形","5.5","","","","","","東","区道",9.0,"商業地域",80,500,"平成20年第３四半期","",""
8842,"宅地(土地と建物)","商業地","13103","東京都","港区","芝","三田(東京)","6",40000000,"","","45",,"ほぼ長方形","6.9","100","平成15年","ＲＣ","共同住宅","","南西","私道",2.8,"商業地域",80,500,"平成20年第４四半期","",""
8843,"宅地(土地)","商業地","13103","東京都","港区","芝","三田(東京)","4",970000000,"8000000","","400",2400000,"長方形","16.0","","","","","","南","区道",10.7,"近隣商業地域",80,400,"平成20年第４四半期","",""
8844,"宅地(土地と建物)","商業地","13103","東京都","港区","芝","三田(東京)","6",970000000,"","","320",,"ほぼ長方形","10.5","1800","平成5年","ＳＲＣ","事務所、店舗","","南","国道",25.0,"商業地域",80,700,"平成20年第４四半期","",""
8845,"中古マンション等","","13103","東京都","港区","芝","三田(東京)","2",10000000,"","１Ｋ","25",,"","","","昭和55年","ＳＲＣ","住宅","","","",,"商業地域",80,500,"平成20年第４四半期","未改装",""
8846,"中古マンション等","","13103","東京都","港区","芝","三田(東京)","5",25000000,"","１Ｋ","20",,"","","","平成16年","ＳＲＣ","住宅","","","",,"商業地域",80,500,"平成20年第４四半期","未改装",""
8847,"中古マンション等","","13103","東京都","港区","芝","三田(東京)","5",7300000,"","１Ｋ","20",,"","","","昭和56年","ＳＲＣ","住宅","","","",,"商業地域",80,700,"平成20年第４四半期","改装済",""
8848,"中古マンション等","","13103","東京都","港区","芝","三田(東京)","3",14000000,"","１ＤＫ","30",,"","","","昭和54年","ＳＲＣ","住宅","","","",,"商業地域",80,700,"平成20年第４四半期","",""
8849,"中古マンション等","","13103","東京都","港区","芝","三田(東京)","5",17000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","","","",,"商業地域",80,700,"平成20年第４四半期","未改装",""
8850,"宅地(土地と建物)","商業地","13103","東京都","港区","芝","三田(東京)","4",210000000,"","","65",,"ほぼ正方形","5.0","290","昭和57年","ＳＲＣ","住宅、店舗","","西","国道",30.0,"商業地域",80,600,"平成20年第３四半期","",""
8851,"宅地(土地と建物)","商業地","13103","東京都","港区","芝","三田(東京)","5",420000000,"","","290",,"不整形","12.5","270","","木造、ブロック造","住宅、工場、事務所、倉庫","","西","区道",4.5,"商業地域",80,500,"平成20年第３四半期","",""
8852,"中古マンション等","","13103","東京都","港区","芝","三田(東京)","2",8700000,"","１Ｋ","15",,"","","","昭和55年","ＳＲＣ","住宅","","","",,"商業地域",80,500,"平成20年第３四半期","未改装",""
8853,"中古マンション等","","13103","東京都","港区","芝","三田(東京)","3",63000000,"","２ＬＤＫ","65",,"","","","平成18年","ＲＣ","住宅","","","",,"商業地域",80,700,"平成20年第３四半期","未改装",""
8854,"中古マンション等","","13103","東京都","港区","芝","三田(東京)","4",140000000,"","３ＬＤＫ","95",,"","","","平成13年","ＲＣ","住宅","","","",,"近隣商業地域",80,400,"平成20年第３四半期","改装済",""
8855,"中古マンション等","","13103","東京都","港区","芝","三田(東京)","7",7400000,"","１Ｋ","15",,"","","","昭和55年","ＳＲＣ","住宅","","","",,"商業地域",80,700,"平成20年第３四半期","改装済",""
8856,"中古マンション等","","13103","東京都","港区","芝","三田(東京)","3",18000000,"","１ＬＤＫ","30",,"","","","昭和55年","ＳＲＣ","住宅","","","",,"商業地域",80,500,"平成20年第３四半期","未改装",""
8857,"中古マンション等","","13103","東京都","港区","芝","三田(東京)","3",50000000,"","２ＬＤＫ","65",,"","","","平成18年","ＲＣ","住宅","","","",,"商業地域",80,700,"平成20年第３四半期","未改装",""
8858,"中古マンション等","","13103","東京都","港区","芝","三田(東京)","5",21000000,"","１Ｋ","20",,"","","","平成16年","ＲＣ","住宅","","","",,"商業地域",80,500,"平成20年第３四半期","未改装",""
8859,"中古マンション等","","13103","東京都","港区","芝","三田(東京)","4",19000000,"","１Ｋ","25",,"","","","平成16年","ＳＲＣ","住宅","","","",,"商業地域",80,700,"平成20年第３四半期","未改装",""
8860,"中古マンション等","","13103","東京都","港区","芝","三田(東京)","4",63000000,"","１ＬＤＫ","65",,"","","","平成18年","","住宅","","","",,"商業地域",80,700,"平成20年第３四半期","未改装",""
8861,"中古マンション等","","13103","東京都","港区","芝","三田(東京)","4",19000000,"","１Ｋ","20",,"","","","平成16年","ＳＲＣ","住宅","","","",,"商業地域",80,700,"平成20年第２四半期","未改装",""
8862,"中古マンション等","","13103","東京都","港区","芝","三田(東京)","4",64000000,"","２ＬＤＫ","60",,"","","","平成13年","ＲＣ","住宅","","","",,"近隣商業地域",80,400,"平成20年第２四半期","未改装",""
8863,"中古マンション等","","13103","東京都","港区","芝","三田(東京)","5",26000000,"","１Ｋ","20",,"","","","平成16年","ＲＣ","住宅","","","",,"商業地域",80,500,"平成20年第１四半期","未改装",""
8864,"中古マンション等","","13103","東京都","港区","芝","三田(東京)","3",95000000,"","メゾネット","130",,"","","","平成16年","ＳＲＣ","事務所","","","",,"商業地域",80,700,"平成20年第１四半期","改装済",""
8865,"宅地(土地)","商業地","13103","東京都","港区","芝浦","田町(東京)","10",530000000,"4600000","","380",1400000,"不整形","24.0","","","","","","南","国道",33.0,"商業地域",80,400,"平成20年第４四半期","",""
8866,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","9",45000000,"","１ＬＤＫ","50",,"","","","平成18年","ＲＣ","住宅","","","",,"商業地域",80,400,"平成20年第４四半期","未改装",""
8867,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",26000000,"","２ＬＤＫ","55",,"","","","昭和57年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第４四半期","未改装",""
8868,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","9",29000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第４四半期","未改装",""
8869,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","9",21000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第４四半期","未改装",""
8870,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","9",31000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第４四半期","未改装",""
8871,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","9",31000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第４四半期","改装済",""
8872,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","9",23000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第４四半期","未改装",""
8873,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","6",29000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第４四半期","未改装",""
8874,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","9",29000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第４四半期","未改装",""
8875,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","6",30000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第４四半期","",""
8876,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",43000000,"","３ＬＤＫ","75",,"","","","昭和57年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第４四半期","改装済",""
8877,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","6",30000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第４四半期","",""
8878,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","9",42000000,"","１ＬＤＫ","50",,"","","","平成18年","ＲＣ","住宅","","","",,"商業地域",80,400,"平成20年第４四半期","未改装",""
8879,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","11",17000000,"","１Ｋ","20",,"","","","","ＲＣ","住宅","","","",,"商業地域",80,400,"平成20年第４四半期","未改装",""
8880,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",52000000,"","２ＬＤＫ","70",,"","","","平成17年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第４四半期","未改装",""
8881,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","8",17000000,"","１Ｋ","20",,"","","","平成14年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第４四半期","未改装",""
8882,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","16",57000000,"","２ＤＫ","70",,"","","","","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成20年第４四半期","未改装",""
8883,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","8",84000000,"","３ＬＤＫ","95",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成20年第４四半期","未改装",""
8884,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","8",54000000,"","３ＬＤＫ","70",,"","","","平成19年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第４四半期","未改装",""
8885,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",24000000,"","２ＬＤＫ","40",,"","","","昭和57年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第４四半期","改装済",""
8886,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","8",98000000,"","２ＬＤＫ","125",,"","","","平成19年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第４四半期","未改装",""
8887,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",34000000,"","３ＬＤＫ","60",,"","","","昭和57年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第４四半期","未改装",""
8888,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","14",44000000,"","１ＬＤＫ","55",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成20年第４四半期","改装済",""
8889,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","9",16000000,"","１ＤＫ","20",,"","","","平成14年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第４四半期","",""
8890,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","12",19000000,"","３ＬＤＫ","40",,"","","","昭和57年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第４四半期","",""
8891,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","7",15000000,"","１Ｋ","20",,"","","","平成16年","ＲＣ","住宅","","","",,"商業地域",80,400,"平成20年第４四半期","未改装",""
8892,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","16",50000000,"","２ＬＤＫ","75",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成20年第４四半期","未改装",""
8893,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",20000000,"","１ＤＫ","40",,"","","","昭和57年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第４四半期","改装済",""
8894,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","6",14000000,"","１ＬＤＫ","50",,"","","","昭和53年","ＳＲＣ","住宅","","","",,"商業地域",80,400,"平成20年第４四半期","未改装",""
8895,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","16",68000000,"","３ＬＤＫ","80",,"","","","平成18年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成20年第３四半期","未改装",""
8896,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","16",83000000,"","３ＬＤＫ","100",,"","","","平成19年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成20年第３四半期","未改装",""
8897,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","9",25000000,"","１Ｋ","50",,"","","","昭和56年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第３四半期","未改装",""
8898,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","11",57000000,"","３ＬＤＫ","90",,"","","","平成12年","ＳＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第３四半期","未改装",""
8899,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","8",58000000,"","２ＤＫ","65",,"","","","平成19年","ＲＣ","住宅","","","",,"準工業地域",60,400,"平成20年第３四半期","未改装",""
