"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
4640,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","11",330000000,"","３ＬＤＫ","180",,"","","","平成14年","ＳＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,300,"平成25年第４四半期","改装済",""
4641,"宅地(土地と建物)","住宅地","13103","東京都","港区","元麻布","麻布十番","6",510000000,"","","450",,"長方形","22.0","1000","平成7年","ＲＣ","共同住宅、駐車場","","東","区道",6.4,"第１種中高層住居専用地域",60,300,"平成25年第３四半期","",""
4642,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","9",83000000,"","１ＬＤＫ","70",,"","","","平成13年","ＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,300,"平成25年第３四半期","改装済",""
4643,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","7",54000000,"","１ＬＤＫ","55",,"","","","平成10年","ＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,300,"平成25年第３四半期","未改装",""
4644,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","11",280000000,"","２ＬＤＫ","145",,"","","","平成14年","ＳＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,300,"平成25年第２四半期","改装済",""
4645,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","11",150000000,"","２ＬＤＫ","90",,"","","","平成14年","ＳＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,300,"平成25年第２四半期","改装済",""
4646,"宅地(土地)","住宅地","13103","東京都","港区","元麻布","麻布十番","10",210000000,"4300000","","160",1300000,"長方形","10.8","","","","","","北","区道",4.2,"第１種中高層住居専用地域",60,300,"平成25年第１四半期","",""
4647,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","9",220000000,"","３ＬＤＫ","135",,"","","","平成22年","ＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,300,"平成25年第１四半期","未改装",""
4648,"中古マンション等","","13103","東京都","港区","元麻布","麻布十番","11",280000000,"","３ＬＤＫ","165",,"","","","平成14年","ＳＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,300,"平成25年第１四半期","未改装",""
4649,"中古マンション等","","13103","東京都","港区","元麻布","広尾","11",350000000,"","４ＬＤＫ","185",,"","","","平成16年","ＲＣ","","事務所","","",,"第１種中高層住居専用地域",60,200,"平成29年第４四半期","改装済",""
4650,"宅地(土地)","住宅地","13103","東京都","港区","元麻布","広尾","9",110000000,"3300000","","110",1000000,"ほぼ長方形","12.0","","","","","住宅","北","区道",3.3,"第１種中高層住居専用地域",60,300,"平成29年第３四半期","",""
4651,"中古マンション等","","13103","東京都","港区","元麻布","広尾","11",260000000,"","３ＬＤＫ","145",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"平成28年第４四半期","未改装",""
4652,"中古マンション等","","13103","東京都","港区","元麻布","広尾","8",170000000,"","２ＬＤＫ","100",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"平成28年第３四半期","未改装",""
4653,"中古マンション等","","13103","東京都","港区","元麻布","広尾","9",73000000,"","３ＬＤＫ","105",,"","","","昭和49年","ＳＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,300,"平成25年第２四半期","",""
4654,"宅地(土地と建物)","住宅地","13103","東京都","港区","元麻布","広尾","11",130000000,"","","110",,"ほぼ長方形","8.0","160","平成11年","木造","住宅、駐車場","","西","区道",2.6,"第１種中高層住居専用地域",60,300,"平成25年第１四半期","",""
4655,"中古マンション等","","13103","東京都","港区","元麻布","六本木","8",280000000,"","４ＬＤＫ","175",,"","","","平成10年","ＲＣ","","住宅","","",,"第２種住居地域",60,400,"平成29年第３四半期","未改装",""
4656,"宅地(土地と建物)","住宅地","13103","東京都","港区","元麻布","六本木","9",220000000,"","","100",,"ほぼ長方形","9.2","105","平成24年","ＲＣ","共同住宅","住宅","北東","区道",3.6,"第１種中高層住居専用地域",60,300,"平成28年第４四半期","","私道を含む取引"
4657,"中古マンション等","","13103","東京都","港区","元麻布","六本木","9",28000000,"","２ＬＤＫ","55",,"","","","昭和44年","ＲＣ","住宅","事務所","","",,"近隣商業地域",80,400,"平成26年第４四半期","未改装",""
4658,"宅地(土地と建物)","住宅地","13103","東京都","港区","六本木","赤羽橋","6",1900000000,"","","750",,"不整形","18.0","2000㎡以上","昭和46年","ＲＣ","共同住宅","住宅","北","区道",5.3,"第２種中高層住居専用地域",60,300,"平成27年第４四半期","",""
4659,"中古マンション等","","13103","東京都","港区","六本木","麻布十番","3",51000000,"","１Ｋ","25",,"","","","平成28年","ＲＣ","","その他","","",,"近隣商業地域",80,400,"平成29年第４四半期","未改装",""
4660,"中古マンション等","","13103","東京都","港区","六本木","麻布十番","4",380000000,"","３ＬＤＫ","190",,"","","","平成27年","ＲＣ","住宅","その他","","",,"第２種中高層住居専用地域",60,300,"平成29年第３四半期","未改装",""
4661,"中古マンション等","","13103","東京都","港区","六本木","麻布十番","4",480000000,"","３ＬＤＫ","185",,"","","","平成27年","ＲＣ","","住宅","","",,"第２種中高層住居専用地域",60,300,"平成29年第３四半期","未改装",""
4662,"中古マンション等","","13103","東京都","港区","六本木","麻布十番","11",160000000,"","１ＬＤＫ","80",,"","","","平成15年","ＲＣ","住宅","その他","","",,"第２種住居地域",60,400,"平成29年第１四半期","改装済",""
4663,"中古マンション等","","13103","東京都","港区","六本木","麻布十番","7",100000000,"","２ＬＤＫ","75",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,300,"平成28年第３四半期","未改装",""
4664,"宅地(土地と建物)","住宅地","13103","東京都","港区","六本木","麻布十番","6",2300000000,"","","750",,"不整形","18.0","2000㎡以上","昭和46年","ＲＣ","共同住宅","","北","区道",5.3,"第１種中高層住居専用地域",60,300,"平成27年第４四半期","",""
4665,"中古マンション等","","13103","東京都","港区","六本木","麻布十番","2",69000000,"","３ＬＤＫ","75",,"","","","昭和42年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"平成27年第４四半期","改装済",""
4666,"中古マンション等","","13103","東京都","港区","六本木","麻布十番","3",62000000,"","２ＬＤＫ＋Ｓ","75",,"","","","昭和42年","ＳＲＣ","住宅","","","",,"近隣商業地域",80,400,"平成27年第２四半期","改装済",""
4667,"中古マンション等","","13103","東京都","港区","六本木","麻布十番","4",65000000,"","２ＬＤＫ","80",,"","","","昭和55年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"平成26年第３四半期","未改装",""
4668,"中古マンション等","","13103","東京都","港区","六本木","麻布十番","7",310000000,"","","130",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"平成26年第１四半期","改装済",""
4669,"中古マンション等","","13103","東京都","港区","六本木","麻布十番","3",48000000,"","３ＬＤＫ","75",,"","","","昭和42年","ＳＲＣ","住宅","","","",,"近隣商業地域",80,400,"平成25年第４四半期","改装済",""
4670,"中古マンション等","","13103","東京都","港区","六本木","麻布十番","7",160000000,"","１ＬＤＫ","90",,"","","","平成15年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成25年第４四半期","改装済",""
4671,"中古マンション等","","13103","東京都","港区","六本木","麻布十番","7",240000000,"","２ＬＤＫ","125",,"","","","平成15年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成25年第４四半期","未改装",""
4672,"宅地(土地と建物)","商業地","13103","東京都","港区","六本木","麻布十番","6",1400000000,"","","720",,"ほぼ長方形","23.5","2000㎡以上","昭和61年","ＳＲＣ","事務所、駐車場","","南東","都道",40.0,"近隣商業地域",80,400,"平成25年第３四半期","",""
4673,"宅地(土地と建物)","住宅地","13103","東京都","港区","六本木","麻布十番","4",420000000,"","","320",,"ほぼ整形","19.0","680","昭和55年","ＲＣ","共同住宅","","南東","区道",5.7,"第２種中高層住居専用地域",60,300,"平成25年第３四半期","",""
4674,"中古マンション等","","13103","東京都","港区","六本木","神谷町","3",68000000,"","１ＬＤＫ","70",,"","","","平成24年","ＲＣ","住宅","","","",,"第２種中高層住居専用地域",60,300,"平成26年第１四半期","未改装",""
4675,"中古マンション等","","13103","東京都","港区","六本木","神谷町","8",350000000,"","３ＬＤＫ","145",,"","","","平成20年","ＳＲＣ","住宅","","","",,"第２種中高層住居専用地域",60,300,"平成25年第３四半期","未改装",""
4676,"中古マンション等","","13103","東京都","港区","六本木","溜池山王","10",55000000,"","２ＬＤＫ","50",,"","","","平成10年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"平成28年第４四半期","未改装",""
4677,"中古マンション等","","13103","東京都","港区","六本木","溜池山王","3",18000000,"","１Ｋ","25",,"","","","昭和58年","ＳＲＣ","住宅","その他","","",,"商業地域",80,700,"平成28年第２四半期","未改装",""
4678,"中古マンション等","","13103","東京都","港区","六本木","乃木坂","3",23000000,"","１ＤＫ","45",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"平成29年第４四半期","未改装",""
4679,"中古マンション等","","13103","東京都","港区","六本木","乃木坂","1",80000000,"","オープンフロア","80",,"","","","平成18年","ＳＲＣ","","事務所","","",,"商業地域",80,400,"平成29年第４四半期","",""
4680,"中古マンション等","","13103","東京都","港区","六本木","乃木坂","3",63000000,"","２ＬＤＫ","65",,"","","","平成11年","ＲＣ","住宅","その他","","",,"第１種住居地域",60,300,"平成29年第２四半期","未改装",""
4681,"中古マンション等","","13103","東京都","港区","六本木","乃木坂","3",27000000,"","２ＤＫ","35",,"","","","昭和47年","ＳＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"平成29年第１四半期","未改装",""
4682,"中古マンション等","","13103","東京都","港区","六本木","乃木坂","2",32000000,"","２ＤＫ","30",,"","","","昭和47年","ＳＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"平成29年第１四半期","改装済",""
4683,"中古マンション等","","13103","東京都","港区","六本木","乃木坂","5",16000000,"","１Ｋ","20",,"","","","昭和47年","ＳＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"平成28年第４四半期","改装済",""
4684,"中古マンション等","","13103","東京都","港区","六本木","乃木坂","1",66000000,"","オープンフロア","80",,"","","","平成19年","ＳＲＣ","事務所","事務所","","",,"近隣商業地域",80,400,"平成28年第４四半期","",""
4685,"中古マンション等","","13103","東京都","港区","六本木","乃木坂","2",15000000,"","１Ｋ","20",,"","","","昭和47年","ＳＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"平成28年第３四半期","改装済",""
4686,"中古マンション等","","13103","東京都","港区","六本木","乃木坂","3",31000000,"","１Ｋ","35",,"","","","昭和47年","ＳＲＣ","住宅","事務所","","",,"第１種住居地域",60,300,"平成28年第３四半期","改装済",""
